easy,predict,truth
1160.28,671,778664
1.1,279126,253684
19.786,14268,721
1.129,2019988,2280116
11.812,154291,1822439
1.42,342705,486725
40.175,20985,843073
29.453,916,31
230.952,485,2
5.123,61,313
6167.385,1291,7962711
176.406,62102,10955196
242.582,16687,4047998
5.887,94,554
9.005,190,21
32.687,208223756,6370282
1.789,137972,77111
6.517,17698,115338
1.175,17580328,20654711
1.092,3606564,3937344
13.952,72669910,5208433
27.059,1380,37344
1.234,226,183
55.066,208333,11472021
547.734,34122,18689841
1.089,883973,962341
300.93,4451,1339468
1.806,419,757
85.761,4298,368610
17.612,39189,690184
146.418,1656,242483
410.743,3034,1246235
1.211,3568928,2946426
1620.982,3034,4918220
6.409,253,1622
2463.699,74179,182754947
3974.485,164,652213
1.624,924691,569310
6.745,257,38
12.609,50566,637585
1.039,398414,413861
29.435,327576381,11128979
1.088,1012603,1101779
7.241,26,189
1.035,458424,474443
1.011,1387140,1401902
242.155,15280,63
16.351,324966788,19874100
1.028,305616,297371
5.032,31967511,6352647
69.111,258393,17857765
20.452,452,22
16.254,557075567,34274094
18.745,107200,2009501
1.02,155243,152229
15.24,13147,200368
33.053,433,13
36.269,869,31521
190756.854,244,46563748
7.891,1216,154
13.353,50,669
957.491,995,952799
1.028,9865754,10143762
241.451,37925,9157041
1.341,445072,596932
1.021,388096,380204
556.913,1484,826515
14.518,408111313,28111129
383.354,6172,16
84.388,53,4481
88.538,23560,266
3.128,1262818,403659
1.284,17802864,13860668
1.107,41970,46448
1426.678,1123,1602302
3.964,1780286,449109
1.549,2018683,1302909
100.279,16155,161
2.744,200,549
7.3,101132,738280
2184.19,74179,162021228
8.046,65230,524866
1.553,2009812,1293892
5.452,11869,64706
59.623,14917,889397
645805.45,21,13626495
1.888,6068,11458
2.015,183,369
5.559,169,940
2.832,251983,88988
284.299,1011,287455
114.286,240,2
111.824,74179,8294990
91.629,62449,5722156
21.725,100880,2191592
53.416,343850,18366960
1.087,447,411
1.0,737509,737812
12.872,35374480,2748234
18.778,157514,2957753
19.499,182038,3549597
1.049,4047560,3858115
3.431,4154002,1210632
49.289,21,1040
6.969,152,1060
20.003,8849,177011
20.387,9102,185561
3.063,5309,16262
22.325,12894,287858
1.006,303903,302088
17.572,581612988,33098793
33.72,163172037,4839040
1.136,4529811,3988746
6.8,3033974,446151
16.218,758,12295
279419.901,565,157900186
13.855,412134436,29746589
13362.541,1011,13510865
1.002,401806,401094
463735.609,27,12567235
213.041,13869,65
1.916,2967,5686
4.155,204,49
7906.434,4045,31982315
22.658,519250,11765070
1.023,3553999,3472791
72.066,27053,1949617
17.285,22,382
2.384,15,36
6.044,9,55
10149.091,11164,1
1.005,3048676,3062415
75320.974,42,3171013
423.319,5815,2461644
3.132,17803,55756
8.973,415400,3727288
1.017,448270,455779
1.001,730615,731224
979.773,192864,188963113
1.31,87531,114668
1.76,94949,167141
1.036,774425,802140
19.442,172684,3357259
265.813,2023,537766
18.405,27559,507228
1.011,670003,662825
19.658,225778,4438455
1.946,115,59
1.404,1528184,1088196
304.547,2760,840581
76.345,116555,8898428
1.049,2180851,2288219
375198.639,44,16546260
1039.484,188,195527
24.815,360993666,14547140
839.488,2760,2317070
17886.9,227,4062115
31.454,8280,260439
2.092,90498,189334
55.52,207827,11538504
58.182,64,1
1.392,1837620,1320444
1.34,177,132
377.945,32919,87
1.148,33,38
1.007,1050514,1057588
1.037,4128086,3982530
4.319,174,752
206.756,97,20076
46.399,82802,3841941
1.341,2208583,1646452
2.729,5934,16194
14.966,161,2411
1.011,2452345,2426185
16.3,904585,55497
1.107,8091,7310
1.007,62449,62884
365.587,253,92530
12.086,261974118,21676358
2.563,1467896,572637
1.014,65230,66175
1.951,1011325,518232
1.194,3851674,3227060
135.357,828,112089
1.071,86721,80990
1.465,217,148
73.181,77146,5645620
2.912,445072,1296115
16.63,581395522,34961226
13.518,2023,27349
360.494,14836,5348323
3.033,431,142
1.01,751667,758992
36.855,20770,765480
1.038,758996,788045
37.16,370,13753
1.135,4473714,3942271
1.093,857621,937185
34.048,122117,4157818
47.647,243,5
2501.278,68,170337
20.588,25789,530944
1.005,3644930,3664519
10.583,112510,1190737
7.907,69276,547763
1.06,1583480,1679259
516.97,74179,38348385
1.021,1625995,1659892
6.998,89014,12720
16.262,1009472,62075
24.713,5057,124974
12.39,339790725,27425458
1.073,1347226,1446120
247.643,226,55992
700.035,474743,332336628
392.727,432,1
24.505,223,9
16.91,38178,645573
53.71,84,4517
1.317,2528,3329
18.558,134001,2486835
11477565.43,15,173311238
25.352,180,7
2.368,3560573,8430783
16.351,15676,256325
1896.599,74179,140688003
13.212,196589322,14879282
360.614,519250,187248637
59.523,31351,1866118
95.41,71211,6794256
1.403,387212,543367
39288.335,84,3304149
10.457,223,2333
23.603,6321,149199
1.412,178,126
97492.869,140,13658751
29.001,73,2120
1.15,625669,719734
2190.026,38,83440
71.935,223,3
1.011,1140774,1128906
34095.524,226,7708998
32259.622,3034,97878920
1180.796,148357,175179538
4628.818,74179,343361558
99.091,109,1
4322.166,47,203574
2578640.282,7,18308346
1.074,8331740,8950757
5.84,205,35
7.39,252,34
4147.365,625,2592518
1.046,513477,537018
1.59,1407847,885573
1.015,346884,341868
19.67,208586,4102894
1.737,218085,378799
127.333,370893,47227068
8.095,17,2
1.023,2743311,2806242
15855.393,872,13827488
1.026,190,195
63.959,57898,3703083
1.04,182038,189266
7.418,70,520
5.626,758494,4267294
1.349,1085975,1465301
49.063,33,1624
34.286,75849,2600573
37.914,4298,162959
1.703,1833435,1076637
3.201,394,123
33.514,27306,915127
1.602,35606,57027
1396.064,74179,103558736
6.472,59343,384083
17.666,21996,388586
2.704,176,65
1.141,1102096,1257392
125818.315,207,26056973
129.065,20770,2680684
14.783,465159911,31466855
6585.854,5057,33305320
1.44,2154097,1495842
205442.075,131,26933456
20.712,4045,83784
1.533,1005217,655932
13.304,47474,631576
1.11,100,90
47.828,41401,1980115
1.077,2210392,2379983
13.773,19215,264653
22.953,78883,1810579
1.811,1677670,926513
1.001,3644930,3647864
42.081,22,930
2.719,33,90
9.395,218,2049
1.156,125,108
145.464,32362,4707522
1.034,227042,219680
1.303,86047,112137
4.043,224,906
69.266,8280,573531
13.468,156394344,11611921
1.067,31098,33190
13.866,51032036,3680402
1.009,399726,396321
20.275,11125,225558
566912.048,120,68086137
45.712,519250,23735750
10.29,162,1668
1.009,5618287,5671540
5.564,505662,2813358
1.616,102,165
24.45,364908055,14924696
1.328,1706108,2265515
5.057,50452127,9977202
81.442,203276,16555258
15.508,508218192,32771895
18.709,157514,2946919
32.157,12721765,395618
30.084,16092489,534917
6.857,382,2620
6.203,683,110
21.856,46774,1022302
1.03,2031010,2091068
12.939,70,907
6.125,166,27
5.226,67253,351495
1.043,5953574,5709660
1.045,776216,811139
4.488,118,530
33.778,46791448,1385261
1.293,204,264
14.184,415400,5891979
51.954,7585,394078
2.525,1478332,585527
6.042,104,629
94.106,30087,2831383
91.171,82802,7549165
3.43,8308003,2422496
32.311,253,8178
1.101,660190,726809
2381777.391,85,202689256
5.823,433,2522
1.238,136489,169038
17.815,269,15
15.685,11377,178448
87.362,19468,1700777
314872.452,110,34667457
1.105,1667068,1841988
54.576,361043,19704273
22.164,273,6053
96.364,106,1
163.374,519250,84831822
13.802,10366,143070
1571.124,1011,1588563
1109.321,209,231959
5943.988,74179,440919710
1.101,1673234,1842449
1.354,8011289,10849149
11187.097,436,4878693
81.541,15664,192
78561.664,69,5428611
261.73,145,37977
9.286,72310,671475
273.82,2528,692244
10.0,21,2
164.276,12642,2076791
18.442,123634,2280116
33.14,141497919,4269701
1.001,484172,484820
2.142,118,55
107925.399,618,66708689
44.545,49,1
2.396,259,108
131.226,13800,1810927
335.102,59343,19885998
68.461,50566,3461792
2.234,1547735,692726
72.981,1175,16
223197.215,220,49125707
633.734,253,160398
69.266,5520,382354
0.998,44,44
1.26,3158351,2506264
37.784,23513,888426
21.098,158778,3349949
60.94,10244,168
33.48,80824887,2414108
314.076,47,14793
1.038,2013601,2090352
27060.727,238,6443159
219.047,519250,113739972
17.947,535908870,29860959
14.696,460593124,31340979
9.253,119,1102
1.392,242,337
6178.536,74179,458318248
28.11,818,29
1366.979,89014,121680445
30.713,7466335,243102
90.698,55201,5006610
1.015,47747,47059
1.29,893,692
17.517,574907785,32819636
6135.043,933,5724609
1.234,23737,19243
169.181,244,41297
5.273,53,280
183.526,74179,13613824
14804.432,2023,29950847
20.477,3540,72490
27.75,176763666,6369946
60.645,188,3
9.837,542,55
1.015,551467,559615
5.351,198,1060
6181.184,506,3128297
69.742,15170,1057991
40.688,6089050,149653
252293.23,129,32571056
15.378,8849,136085
727.085,192,139673
1513.488,1011,1530288
1.972,14,7
52.857,111,2
12.991,17803,231273
1.881,19,10
28481.035,54,1540824
618.349,19849,32
6.979,83181,580503
3.576,59343,16594
2.054,88,181
1.189,144,121
16.716,2781,46490
29.032,329823530,11360598
5.324,91,485
14.055,47045159,3347112
1.635,1407847,861326
954.589,222536,212430559
1641.491,26428,16
18.182,220,12
18.587,136782,2542342
96.223,41401,3983727
1.201,42728,35581
73.273,8280,606708
1.261,3149741,2497864
25.375,130554,3312822
18.766,163582,3069804
1.747,1735332,993506
84816.907,137,11628398
1.139,8849,7770
10.12,507,50
1.2,139456,167328
32.307,52336,1690818
29.341,9,267
19.326,199231,3850266
82.482,35606,2936858
23.68,44245,1047728
221.804,13774,62
4.488,252831,56334
1.218,50441,61428
372.706,35606,13270622
14.138,54765204,3873619
17.548,585201178,33348945
30.728,1264,38843
1.147,54106,62075
1.005,422481,420285
411.73,37925,15614886
2.162,11,24
1.338,127,170
3134.721,253,793398
178.07,3045,17
40.328,246,6
8523.113,2528,21547281
3.804,3560573,13543074
107.778,8280,892416
1.208,3580691,2965367
1.959,1246200,636303
18.027,58151,1048286
3.383,153,518
38.242,42,1610
1.267,3079294,2429819
7.193,78125,561970
96.635,506,48907
13.329,75,1001
170.624,56,9572
21.17,17,362
1.422,4804,3378
202983.422,146,29655878
30.529,12642,385950
68.849,101132,6962834
2.38,1011325,424997
57.179,14917,852946
107.172,12642,1354883
31.602,470451585,14886952
278.521,62102,17296740
1.0,390326,390213
1.11,3033974,3367474
1.448,2138442,1477090
68.461,50566,3461792
69.601,137793,9590595
58365.789,359,20959155
1.473,414,281
20.545,415400,8534424
9.03,69276,625565
72.178,38,2750
1032.122,32099,31
1.208,413808,500082
1.047,10872,11388
59.607,151699,9042318
30708.53,719,22082504
1.034,104925,108513
32.308,238958960,7396287
86.545,41401,3583046
51.816,169397,8777431
1.983,1578001,795884
94199.142,1517,142909518
1.29,11630,15003
6.114,940,5748
301.718,178029,53714510
20.982,62,1303
1.302,238,310
19.502,27811,542362
385.068,563757,217084601
21.52,144114,3101366
87.273,96,1
9.522,239,25
91.98,14836,1364627
1.368,278912,381654
90324.556,1011,91327159
4.097,207700,850914
82.813,41401,3428559
584.371,290,169526
1.112,2022650,2248490
1.896,74179,140629
2.94,122,359
15.168,5562,84368
10.42,108970,1135443
957.907,89014,85267212
62.03,167880,10413649
27.511,20770,571401
15827.244,247,3910912
1.043,13935192,14528932
1.872,103,193
14919.83,506,7550926
19.407,3312,64278
135.237,16560,2239543
2.063,203,419
124.795,241,30088
215.166,2967,638420
8.974,306,34
1206245.17,138,166582458
610.629,370893,226477987
1.563,83,53
1.017,39442,40120
1.01,623735,629900
5.62,29671,166738
4.355,67253,292877
102.957,24823,241
2.838,82802,235014
10.952,828,9069
15.611,758,11835
122.659,124,15222
15.579,512748735,32912014
1.04,302892,315154
60741.083,47,2860905
5.971,55623,332138
1.257,3197488,2543449
1.611,1209246,750555
3.56,157,44
14.027,170,2386
29.566,219,6478
1670.18,74179,123892479
1.041,6251772,6505057
1.067,347890,326061
91680.75,180,16511703
18.589,42728,794262
6.025,52589,316839
1150.046,148357,170617452
1988.903,786,1563477
13.097,215907557,16485035
68.432,266737,18253319
589952.647,114,67313597
16.806,29834,501382
69.74,15170,1057970
8065.109,32,258890
107.172,12642,1354883
60.888,230582,14039677
18.584,133521,2481388
1.016,867970,854214
6964.557,758,5279831
1.276,3033373,2377774
1.186,349,414
69.306,147401,10215789
3.815,245,935
1.021,124140,126711
321.813,548922,176650314
36.274,253,9181
48997.236,1217,59634536
60.217,6826,411049
63.498,1656,105159
26.534,126,3346
111453.519,59,6586903
91.473,17389,190
1.048,6932732,7264648
12.326,59921,738569
58.235,22,1287
151.765,774,5
1.004,1513953,1507233
1.183,1577037,1865632
16.635,3540,58891
2488.842,208,517928
4.052,3560573,14427718
12.274,383,4702
2274040.645,3,7049526
1.419,179512,126499
21.591,415360182,19237431
36.451,7221,198
132.383,109,14443
4496.5,3034,13642830
1.049,896191,854693
33.227,181076743,5449666
1.764,730,1288
57.767,194933,11260755
3323.027,210,698168
68.944,16,1110
1.004,981996,977778
1.423,2169491,1524102
3.195,77,24
18.952,50566,958346
12.01,276870544,23053844
3.43,12462005,3633744
1.022,410345,401493
1.434,25283,36244
19.849,430365341,21682319
4657.16,2023,9421901
5.711,758494,132819
317842.882,232,73771333
1.017,405344,398549
4616.71,1251,5775966
1.057,1476611,1561224
143.671,71,10215
54.003,175,9456
16.879,598067920,35432587
21.421,199,4265
21.918,49808,1091704
268.254,276,74065
1.916,13352148,6969747
109706.173,60,6593341
1.461,11869,8124
21.55,175212,3775753
20.843,26800,558599
1.658,319,529
58.571,123,2
1.054,4047560,3838851
16.834,23513,395817
107.172,12642,1354883
1.259,3033295,2408343
17.44,58404,1018577
1.168,16181,13851
124.444,1008,8
332.883,30340,10099712
39.461,21905,555
56.438,147,8302
28.446,39694,1129154
1.038,163835,170068
1.187,3792,4503
6.138,938,5758
61.463,252,4
1.013,3283921,3241573
41.298,53409,2205702
61.408,6068,372628
1.047,30845,32289
1.134,4162016,3671384
35.975,20701,744716
30.594,7393846,241673
2.061,1497379,726703
1.276,3012761,2361721
1.703,1407847,826874
489.448,23053,47
19.184,543,10419
2293.145,74179,170103447
118.564,74179,8794937
237.551,516,122600
29.02,330040996,11373049
10.787,117567,1268227
1.586,1959978,1235854
8.224,64725,532324
78.079,41401,3232577
108.231,5520,597446
1.04,87480,84109
13.781,86623982,6285695
12.76,236458100,18531896
1.627,341,555
9.958,2528,25176
1.692,20,34
108891.249,96,10464449
17.704,12894,228273
18.14,61691,1119106
12.401,4451,55199
748506.412,234,175225351
83.981,229571,19279553
1.021,8606201,8786582
3.312,21304094,70565650
30.692,15621312,508975
8.024,64725,519335
27.978,215,6018
11.784,284228146,24120041
32.776,178029,5835104
1331.52,5057,6733631
14.56,53409,777636
1.19,2023,2407
13.004,111777557,8595743
11.684,109476,1279089
130021.791,211,27447600
1.085,7487588,8122493
296.465,9813,33
1143.898,82,93914
14.111,30340,428124
107210.818,127,13626495
9.422,72310,681296
1.009,2545163,2522308
1.61,129,80
1.233,1253618,1545912
8.338,187165792,22446407
5.824,17802864,3056850
2.457,41,101
70.094,7079,496204
2.114,697,1474
66.417,525130,34877626
484.379,202,97893
9.501,5057,48046
11.5,118578,1363605
47.723,93,4443
13.491,139903168,10369823
1.1,8343,9177
37.371,171672,6415574
4.284,296714,1271084
1.401,2142986,1529874
1.01,415654,419760
3.448,852,2938
29.926,19365,647
1.081,40453,37411
20.609,17951,369955
1.189,3869770,3255231
28.415,335876336,11820282
4113.376,156,642098
67.415,129955,8760933
1.021,405344,396857
23.029,6068,139743
1.192,3746719,3142865
28289.525,1011,28603539
61.583,458130,28212899
62.964,9102,573102
15701.946,153,2403968
1.118,17580328,19663440
17.141,200,3430
33.81,62702,2119937
20.723,12389,256744
6.609,27601,182426
1.033,112257,115961
72.321,1484,107331
1.963,758,1488
19.234,137,2637
15.443,29671,458200
1.002,284182,284615
19.937,8091,161313
11146.561,193,2152401
142.727,157,1
368.011,6661,18
2.221,212,471
9.769,198800227,20349773
240.088,850,204099
5.688,252,1434
2.151,1780286,3829470
1.02,419953,411690
3.497,1067,305
1.01,616159,622302
4.33,139,32
3.134,11571862,3691902
33.885,2967,100540
2.058,31,64
1.503,3034,4560
1.049,2050697,2151851
32.478,75849,2463445
2.591,1382317,533421
2.308,81,35
12.093,30,364
1.132,321199,363692
309.522,165,51102
1.284,8901432,6930334
16.752,6574,110132
1.119,1088268,1217735
178.332,115,20526
433.257,1484,642996
129829.669,151,19617263
206957.785,148,30650448
11902.628,899,10701653
1.004,494285,496025
3.099,1311,423
10.385,231,2400
57.063,238420,13604867
31.803,296623711,9326859
16.766,20,337
5.892,838,4938
5.063,64152489,12670688
5.063,64152489,12670688
5.342,19286,103021
2.007,1604875,799629
80.968,251,3
228770.345,52,11918935
31.59,6342760,200783
1.011,185831,183835
1.035,458424,474443
198.707,10113,2009545
2.787,17,6
27092.139,99,2684831
68.317,1394558,95271407
1.011,228299,230720
11.463,47,4
1.055,28188,29751
1.04,898452,863682
1.49,1780286,2652753
147.501,222,32760
9.728,552,5371
14.339,62847692,4382837
46.516,22,1028
5.879,224,38
11.468,41401,474780
62.05,118578,7357830
89.154,14836,1322694
28.923,5057,146269
1.556,8901432,5719086
30.93,165274209,5343416
2.403,163,392
16.418,64725,1062683
48118.046,1213,58372002
1.384,1940314,1402256
47.078,323624,15235694
6.867,41401,284286
29.014,206,7
1.162,252,293
46.453,519250,24120608
917.807,253,232297
1.02,284435,290145
14.958,5309,79411
5595.434,1011,5657543
2.522,151,381
129.405,7585,981548
142.727,157,1
1965.107,810,1591933
30.076,20701,622597
6.444,82802,533541
10.053,204200634,20312639
1.014,548753,556597
624.431,20701,12926409
16.173,131,8
1.02,7144883,7286865
1.079,1253947,1352781
1.149,194902,223904
4.909,445072,2184715
12.966,67,870
1.246,900528,1121972
35.268,101375430,2874401
1.029,234375,227847
8.577,241,28
22.505,25283,569006
501.739,135,67785
14.587,8091,118021
1.008,767259,761442
19.096,19468,371768
1.851,3033974,1639327
4.503,8901432,1976963
1.139,4281447,3759220
8.168,88997,726951
1.756,120281,68493
8.861,540,4786
10.033,3287,32978
763.917,74179,56666646
159547.407,8,1292334
4337.738,45,195632
2.226,205,92
8.262,124203,1026109
29.528,253710,8592
396242.297,225,89194141
206.592,415400,85818253
128.854,61,7873
41215.554,156,6433748
30.935,59839412,1934331
17.589,560989956,31894292
1159.993,1344,1559146
17.309,601438644,34747722
1.011,935373,945582
1.601,2039556,1274246
21.278,8280,176184
1.005,567606,564943
65.996,17803,1174935
21.807,2023,44117
2.351,922,2168
21.028,158778,3338841
1.011,3283921,3247235
107.568,8280,890676
1.076,972944,1046408
3.753,158,42
53.592,45,2417
21.547,132484,2854695
941904.288,113,106529375
1.012,4804,4860
1.249,14019755,11221301
61.408,6068,372628
1.113,649412,722481
3.215,4451,14310
119.705,88,10546
9.091,1,10
37.294,41401,1544005
1.029,673161,692979
5.151,101132,520962
1.015,172684,175310
1.262,177943,141014
1.134,1797429,2038749
1679.505,16963,10
2508.668,105,263661
11.035,141,1557
39.127,2781,108815
91.355,276,25223
17.314,22755,393984
13.516,139105792,10292221
1.006,7569184,7614311
2.799,213,76
6108.043,557,3402791
26.524,2781,73766
6.067,17802864,2934476
2374.132,28727,12
3.221,125,403
215.455,237,1
34.669,69407919,2002039
243.281,62102,15108246
1.031,9574974,9874334
193.948,410,79538
99815.296,191,19074703
1.149,4103205,3572654
36.262,43993,1595256
17.406,47027,818539
1.278,4551,3561
1761.188,361,635965
19.324,1522262,78776
18.903,472227558,24981547
81.635,196703,16057807
1.114,4800795,4308082
1.674,1888227,1128023
2.035,1599135,785673
138.528,5057,700550
1.007,6268092,6227189
3.16,192,607
21.534,139310,2999920
1.642,1414,861
1.01,1128448,1139990
17977.497,73,1314155
33.209,160308734,4827255
1.113,167,150
1.011,346884,350758
1.084,14836,16086
4.221,590,2491
2.287,1425628,623362
1.913,1639055,856888
117.437,2528,296892
1.029,775172,797532
1.541,52842,81451
1.28,2958752,2311462
972.096,29671,28843156
5.512,210,38
1.344,2670430,3588899
1.406,135,190
1.707,1516987,2590126
2.985,152,454
25.3,758,19180
504.356,14836,7482676
3.54,29,103
23.198,373316743,16092912
2.388,1509120,632067
8.775,4968,43593
52.903,164,3
1346.171,506,681297
134288.258,786,105564000
11.169,97340,1087239
115.136,519250,59784555
29887.969,153,4575848
1.007,588111,592042
1.003,711720,709751
212218.575,230,48831494
1.106,84,93
11292.061,178,2011116
1.501,2066430,1376914
5.246,32,6
1.057,1480682,1564875
17.491,41970,734095
1.056,2424157,2294753
1287.58,74179,95511515
1.272,758494,596198
2241.865,253,567416
35070.22,223,7824166
56.452,12642,713669
72.258,26547,1918251
16.144,89502,1444957
117.409,15676,1840517
2.381,5,2
58.316,13906,810948
1.015,345367,350620
11.259,133521,1503285
136584.934,98,13398982
68.684,101132,6946116
23.846,217,9
82.614,225020,18589896
1.063,33374,35489
173.636,191,1
28.907,8299955,287126
1.284,8901432,6930334
1.176,4731578,4021945
155.339,187,29064
1.281,2489519,1943598
3.529,198,56
4778.577,1062,5075327
104244.792,108,11268862
22.114,253,5597
1.2,17580328,21104945
18.307,136023,2490177
332.093,24276,73
209.091,230,1
12.963,1656,21468
1.003,1634807,1639682
8377.692,421,3527846
2.625,163,62
1.015,2835106,2878067
186.115,74179,13805827
103.76,12642,1311748
1.058,2058841,2178301
5.415,6596471,1218091
4147.998,506,2099302
11.401,758494,66531
59.281,72815,4316517
113285.998,1517,171866187
1.376,2004101,1456462
1.405,1938052,1379699
8073.156,2023,16332802
1.165,2035382,2370397
5.645,134,757
26.667,56,2
188.926,26704,5045105
921045.089,28,25881367
19.494,1517,29575
1.11,366844,407108
57.059,384809,21956991
6303.967,221,1393807
1082.79,866,937804
11594.851,1011,11723554
93.914,12642,1187272
11.803,5057,59688
12.239,154291,1888357
56169.983,1113,62522808
17.632,225,3969
86.494,2967,256635
6.925,890143,6164645
68.973,113521,7829887
117.416,2528,296839
3.859,120,31
14.876,180,12
12.672,6068,76894
1.117,1011325,1129506
24.571,46521,1143082
1.591,1946410,1223559
1.047,4128086,3942450
56.188,6411,114
5.226,151699,792732
1.261,177943,141096
7.3,50566,369140
1.015,932382,918262
3.993,240,60
18.558,495351449,26692766
1.186,2046862,2428527
17.267,59343,1024667
6.418,11310,72592
14.337,40706,583588
3.493,182,52
1.031,182038,187647
1.027,253,260
2.041,44,90
15.55,68770,1069398
1.078,1374228,1481519
1.073,1545374,1658223
14.448,29076,420089
1.428,2168708,1518237
12.434,138551,1722678
91.886,125,11495
18.888,189118,3572086
36.285,293031,10632620
12726.812,253,3221156
2311.348,32590,14
137963.724,132,18225008
1.262,3380280,2678759
1.086,137,126
12940.769,2528,32715558
13.274,182019096,13712778
11.532,62310,718536
50.976,209,4
1.165,1112011,1295713
19.506,2023,39462
359.631,1003,360746
405.448,787,319128
61.231,50566,3096193
2.351,1011,430
32.43,126673982,3906025
1.062,1306059,1387066
252804.768,196,49575015
1393.728,1484,2068431
1.703,3792,6459
1.464,2116265,1445165
11268.806,51,575836
1.015,1145669,1162698
1.027,3920890,3816012
410.403,134,55035
327.665,3034,994167
68.47,271035,18557697
375.962,250,94028
21.665,164593,3565962
11.67,2275,26551
4.638,151699,703624
23.443,143,6
14.832,467950725,31550252
1.037,3515998,3391528
32.139,106,3410
2.987,260,777
25.213,357695431,14186699
6.984,168,1174
1.055,1526601,1610688
176.166,183,32256
23.662,168,7
20.957,8280,173523
1.004,252831,251922
1.01,491251,486368
1.082,869373,803708
12.515,13147,164531
1.364,1582471,1159861
1.006,512433,509155
127.333,370893,47227068
1.057,1939409,2049491
1.004,1555165,1560688
121437.91,42,5112536
12.845,359761359,28007522
1.35,42,31
13.233,380166924,28729595
18.173,758,13777
7.3,50566,369140
48.491,39,1896
35.713,68517,2446941
15.633,96076,1501964
1.294,70,54
5.724,945,165
71.848,126,9060
1.055,2156557,2274931
35.738,218,6
33.277,59513213,1788419
1.007,154733,155858
61.472,3540,217617
1.065,292246,274295
1.006,205338,204032
1.362,35606,48502
1862.314,181,337265
1.437,4045,5811
1192.074,12642,15070314
1.003,1615339,1620169
211.543,59343,12553617
18.19,543665,29888
24.144,437,18
1.209,119,144
1.002,501617,500611
20.94,302,6326
1.119,4977680,4446580
43.883,122623,5381121
1.025,55117,56480
42.358,84446,3576983
1.943,109,212
69591.153,215,14969057
1713.03,253,433568
301205.223,83,25030154
14.562,469,6831
11.102,2023,22461
30.782,3540,108973
4.079,237,58
73.79,12109,164
13668.192,214,2926360
116773.811,39,4565856
494741.342,131,64860590
24.593,363567015,14783451
1.106,124,112
1.046,7551381,7901473
87.222,182038,15877653
18.815,162065,3049296
31.211,85174208,2728943
5.082,31,6
6.885,151699,1044480
2.976,390,1161
36.11,78125,2821109
1.01,248911,246385
2.154,95,44
14.21,31832,2240
1.043,3919597,4088125
32.219,253601675,7871159
1.685,315,531
2.776,224,622
9.049,71551,647500
1.39,238,331
47.3,22249,1052378
1.011,2594474,2623167
56.656,233616,13235809
92.727,102,1
1.005,1791815,1799907
34.548,415400,14351111
17.494,46015,805008
21.733,106189,2307831
38.205,8849,338083
99920.992,379,37880048
17.869,109,6
1965.741,74179,145816864
560.217,253,141791
1.074,1192508,1281223
1.366,1837620,1344905
25.309,8,205
61.823,82802,5119047
170.536,54,9226
10866.543,5934,64483151
397931.119,184,73259119
3.172,33,105
98.389,44507,4379018
1.256,195,245
38.248,38419005,1004474
1.084,855533,927775
227479.697,277,63034624
18.236,50566,922126
1.002,557746,556797
6.942,64,445
1605.12,1458,2340426
14.299,13400,191604
12.295,75,6
6175.864,2528,15613201
374.481,24,9025
2.334,5934,13848
249228.907,106,26443187
104.328,145,15138
142.33,1011,143910
461.305,1102,508404
1.017,4840895,4923966
1.003,705399,707346
51844.94,25,1301308
683845.118,224,153249691
1.004,7220545,7249786
202.541,12642,2560544
50.119,67,3363
20.264,14664,297157
14.097,109,1538
52.36,1380,72262
44.678,307443,13735973
2.729,2967,8098
5.08,106,539
221.199,552,122124
18.955,50566,958487
30165.014,1177,35507238
34.921,89014,3108498
277.684,17803,4943636
1.634,2781,1702
112.048,27601,3092652
24.387,48,1173
17.819,97340,1734502
1.347,2616435,1942111
1.134,4156587,3666145
563.181,778,438211
5972.439,24487,4
13.55,225,3050
1.991,342,681
5.648,104,588
43.851,14664,643030
30.661,32474932,1059145
166.364,183,1
1.004,95455,95052
5.029,56649910,11265169
212.998,168,35805
23.814,14917,355231
88.409,64,5667
33.382,185208598,5548188
49.337,5562,274417
13.178,378898372,28752399
17512.453,505,8845540
19.38,187,3626
19.621,440513757,22450947
82.067,8280,679521
13.124,167374,2196536
18.972,13653,259033
1.469,1439967,979999
112872.902,1011,114125791
225.873,22384,99
546.003,139,75949
12.28,253637919,20654008
1060.89,74179,78695866
13.454,105,1414
1328.449,56,74526
1.381,1959314,1418954
1.429,2188537,1531772
359747.131,162,58315010
18.0,338254,6088631
1.274,3024241,2373370
151.818,167,1
1.162,215,250
1.043,13702271,14292353
1.377,12462005,17160662
5.31,44507,8381
1.021,8434107,8612226
80546.903,162,13056653
19.566,46268,905274
1.096,3315783,3635041
31.304,37512896,1198343
11.782,19468,229364
5.433,207,38
330.796,20,6649
533.317,4451,2373848
18.051,532900590,29522649
40.545,552,22385
107.172,12642,1354883
63.399,107,6790
17316.276,1307,22634105
1.041,9860,10267
1.64,92,56
5.043,63101403,12513861
1.074,400564,430265
1.002,627021,628133
18.572,16181,300510
1.016,957029,972459
99.77,10872,1084708
1.575,1959978,1244515
123.986,75849,9404234
20.029,57393,1149522
5.013,37,186
13.29,182019096,13696010
17.929,82929,1486806
120.689,27601,3331152
17.276,3287,56787
18.955,50566,958487
3270.0,0,327
2205.49,2528,5575700
31.265,172937,5406842
5.938,74,440
38.433,102,3924
74.545,82,1
489.944,4451,2180789
32.211,23377602,725756
